row ID,row m/z,row retention time,6110_U4_C18POS_start-10.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6110_U2_C18POS_34.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,PooledQC7_C18POS_25_1.mzML Peak height,
5530,572.233288629648,5.3951488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83773.52,0,0,0,0,0,0,0,0,0,0,50363.684,0,85042.016,0,0,0,41607.734,0,0,0,0,0,0,0,0,0,0,7244.264,5320.4355,6885.192,8545.641,7521.741,7633.977,6947.127,6435.742,
5532,577.1883318565173,5.3979263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43216.25,0,0,0,0,0,0,0,0,0,0,28937.043,0,47282.066,0,0,0,20321.123,0,0,0,0,0,0,0,0,0,0,3985.682,3332.4182,5253.3535,5545.0522,3628.9883,5563.1304,3733.1172,2261.6533,
5535,466.31574582359127,5.406078,1215.984,3006.2422,1399.4875,2096.1992,1873.5066,1504.1018,4817.902,1220.3916,1339.8213,7801.311,5080.1924,2481.5056,1497.7151,1559.8368,1438.6954,9784.458,0,1445.1423,1937.1055,1276.0476,1259.7728,7853.0703,2902.853,2832.1003,3732.2578,3635.0,10401.933,7221.389,3296.2578,1470.5355,1878.6976,5192.259,0,4293.344,2773.5186,2616.4766,3712.023,3721.4722,15234.924,1529.3298,1666.5675,11279.604,1920.0466,2536.9065,5094.859,1600.948,2295.979,23563.31,0,0,0,4458.8584,3659.1064,4605.12,3403.2578,5376.2676,3507.9382,4221.631,4498.0166,
5543,216.19574358623083,5.4121943,6573.8916,6211.7314,7517.106,7128.0586,5974.312,6621.5767,7395.673,5950.185,7940.8564,7125.2476,7488.0386,5973.885,8692.939,9543.367,6707.217,6896.0024,8917.84,8200.65,6934.106,6220.0044,7572.4106,7935.193,6069.815,8376.236,5955.316,7028.423,6287.8213,7440.9004,7954.295,6632.981,5417.789,8150.1777,5966.6284,7047.8726,7522.4307,6559.942,6352.9136,7236.5264,5932.2285,5727.232,7280.8066,7219.886,6084.079,7640.276,7429.9346,6011.0005,4924.974,6605.027,10419.194,8191.77,7060.1323,8436.048,6791.0225,7955.489,5908.078,6494.8203,8403.8,8072.2134,138496.11,
5550,218.1902217317293,5.424908,12332.823,14373.125,13726.642,12111.534,11926.378,12972.023,13701.587,12481.486,13554.575,12219.384,11992.8125,14404.704,12657.312,14034.282,12331.199,13887.945,13898.153,12501.375,9576.095,10931.175,8477.016,11402.782,19256.98,18475.797,12257.109,15350.14,17215.43,11896.2705,13152.287,16220.461,14374.675,17093.365,13186.211,14210.552,20140.11,13538.204,12057.602,11949.47,10773.032,14098.161,16029.063,13671.838,11320.353,15533.919,14576.458,13525.761,14257.537,12275.087,7768.45,9241.57,9828.538,6704.0093,6391.354,9102.816,8686.832,8196.625,9977.091,5922.391,4261.61,
5553,517.8296110562284,5.434959,0,0,0,0,0,0,0,0,4308.0093,0,0,0,0,0,0,0,0,1205.2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.0625,17935.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720.0085,0,0,919.28125,
5557,272.1675580305185,5.4277887,14230.36,10049.72,5256.9385,4443.1997,5309.5576,13828.86,11039.028,3977.262,14982.725,5047.6533,7620.503,5943.5493,7593.4854,5756.045,5973.258,7236.608,9813.642,8641.358,9126.268,20504.744,8814.936,7187.0347,6724.007,7181.3657,4608.9697,11507.771,5418.945,5730.2495,7888.945,6217.4067,8002.313,6404.303,7309.6094,4016.681,7314.4224,7749.076,5080.7695,8087.802,12496.695,18480.316,2326.866,5851.4517,11163.168,8099.0913,8302.221,19969.182,9329.018,6306.5493,0,0,0,9727.067,8567.015,10677.262,10102.979,6065.222,10318.465,7182.453,7157.3604,
5559,406.1258378782463,5.4290705,0,0,0,0,0,0,0,19879.0,0,0,0,0,0,0,0,0,0,0,0,0,7487.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33432.965,5027.7734,0,0,17057.09,0,0,0,0,2469.6067,2779.6995,2313.716,2424.8577,2194.5408,2853.5596,2320.5498,2546.526,
5567,426.1068500355754,5.439983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15220.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5570,464.19080331643704,5.4280314,0,0,0,0,682.96985,0,0,0,0,0,0,0,0,0,0,787.14185,0,0,0,0,0,0,0,14664.997,0,0,0,0,0,0,0,0,0,0,16325.215,0,18953.18,0,0,1235.8597,10238.041,0,0,0,0,0,0,0,0,0,0,1701.8378,2406.1287,1838.7825,2071.2449,2074.5625,2058.3445,2641.688,2557.0405,
5574,629.169905120162,5.4455333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21586.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5578,486.2329387253913,5.446942,18912.53,4052.21,13194.069,5546.9297,6078.6426,11744.912,4049.8555,25925.959,6942.5127,8633.882,7610.9736,11797.516,13768.614,10789.399,9026.882,12918.372,15132.337,17684.912,11374.219,7872.867,14750.717,5971.8564,4530.7866,5285.1987,4917.691,5234.4478,8429.779,20941.727,15627.596,17115.135,14022.244,13555.467,13798.6455,10664.4375,3488.9463,13353.215,5126.4385,4887.258,15604.686,26961.22,3398.5896,9409.28,51198.785,29879.08,14367.262,12320.139,35648.926,10240.817,0,0,0,11625.663,15215.704,11958.494,10971.223,12478.929,13116.01,14239.064,10395.411,
5580,424.159789685508,5.4510546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203.4238,0,0,0,0,928642.4,19499.44,0,0,0,0,1372.6064,0,0,2551.1536,0,0,1214.5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31530.553,38065.45,36884.688,33578.38,35957.01,31427.225,33403.875,15522.233,
5581,382.2790401136013,5.476461,1782.0942,1884.1593,1464.2408,1343.2377,1478.7788,1385.791,1247.1537,1657.0166,1321.1289,1491.2506,1441.6108,1718.7994,1865.3658,1233.0964,1323.6519,1640.9457,1337.0438,0,1905.6018,1249.1957,1685.6686,1616.9486,1606.586,1630.1362,1296.0083,1379.6373,1493.4213,1953.4238,1847.6748,1426.3876,1295.3516,1472.7551,1320.2097,1491.9316,1535.1116,2335.7632,1209.4008,1303.8964,0,1594.6073,1815.7908,1586.7031,1889.3983,1567.1973,1707.4813,1576.2274,1293.6759,1698.6931,1776.6322,1286.8301,1355.4083,1513.1678,1692.6351,2146.7095,1999.7731,1402.7161,1936.4663,2177.758,28156.668,
5584,248.12805758035657,5.4432073,0,0,1477.4126,0,581.6864,0,0,0,0,0,0,0,0,2208.8018,0,948.6741,829.55615,815.1106,1046.8274,0,61947.3,1542.352,0,779.73486,0,0,0,0,0,0,0,961.3634,0,0,0,0,1081.5707,0,921.5283,781.00757,0,0,0,0,555.06946,751.92523,0,0,0,0,0,2983.1626,2418.3186,2421.956,2728.14,2964.0603,2920.532,3169.6323,1890.5708,
5585,429.1146798964268,5.4340096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103489.01,1714.8188,0,0,0,0,0,1214.5579,0,0,0,1250.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238.664,2905.4255,2147.9404,2037.1921,2969.002,2667.1743,2041.1445,3301.0815,
5586,445.0883630392649,5.4498014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50615.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785.1835,1474.3197,2009.4784,1926.9918,2013.3757,1363.9312,1231.4163,0,
5588,522.2545938597689,5.458401,0,0,1498.6554,1225.9973,1564.3145,1423.778,2243.0872,1491.0822,0,1393.6348,0,606.25446,1269.1908,0,1455.0593,1071.5032,1483.0002,0,1310.8408,0,0,692.0702,1210.179,0,0,1096.2842,1346.3113,1293.9229,0,1442.6134,1512.1364,1249.3649,1462.9563,986.5077,1380.7649,1304.7202,1449.3782,0,1448.1582,0,1204.399,0,855.39026,1105.2499,885.4676,1366.3938,1205.6417,1638.263,1289.6808,0,0,0,882.3151,0,0,0,850.9179,1279.1151,27935.496,
5590,528.8367479646843,5.435375,0,0,0,0,0,0,0,0,1951.9893,0,0,0,1217.5033,0,1242.0651,0,0,0,0,0,0,0,0,0,0,0,0,0,1342.9536,1208.4501,0,0,0,0,0,15258.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.2056,0,0,0,0,0,0,972.20044,
5599,539.8422391221313,5.4682097,0,0,0,0,0,0,0,0,1936.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12608.093,0,1209.3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.25,1805.976,
5604,550.850116796781,5.4918194,0,0,0,0,0,0,0,0,1781.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539.8568,1213.2224,0,0,0,0,0,0,1613.8167,0,11961.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698.6486,
5611,346.25835959857756,5.4911265,40089.605,27023.588,8891.155,9071.114,19587.941,26983.941,14410.139,10820.693,15967.781,10496.119,24466.254,25109.297,8755.393,7654.108,21067.09,8402.317,8889.244,9346.609,12845.944,19033.787,15080.031,19693.791,37292.066,4771.2163,10126.113,10975.825,18389.498,10360.997,29837.172,15817.533,27364.12,10079.288,15254.614,19004.75,27437.688,35305.387,5866.4277,25894.219,9997.112,20691.16,3821.42,17525.875,26131.973,13517.8,39283.2,23008.453,27268.178,7082.5615,2928.8303,3158.8604,2772.6365,19407.96,19592.02,17705.574,21100.496,20445.967,23183.037,18450.06,19174.918,
5615,448.3050901741123,5.4591494,4986.048,4573.587,7650.1685,10127.596,2689.3245,6900.0737,4014.7476,6942.121,4213.4897,9710.203,9383.491,8913.084,3282.4998,3593.9534,5467.0493,26823.518,3539.401,3806.2236,9574.5205,4269.932,8043.162,6266.15,5657.794,8686.794,6041.6284,9758.541,10927.826,9624.859,6916.771,7000.717,6320.4136,11358.202,6899.6006,8041.3267,11595.396,10824.371,13684.369,6270.063,9712.579,2915.8535,8216.328,8553.915,6013.492,9051.664,11100.689,4525.4214,9151.524,7542.5986,0,0,0,11170.899,10646.002,10267.859,9918.281,7819.8047,7269.882,8437.782,8933.743,
5617,488.2809488085367,5.497668,1452.1549,0,1361.9121,1623.0436,1488.4674,1377.6465,1501.7426,1961.7345,1648.6144,1473.6776,1510.9263,1759.4862,2328.0342,31077.734,0,559.03033,1493.3146,1347.378,1245.319,1502.1536,1232.5682,701.0,1328.6207,1043.1107,1596.3213,1543.9758,1643.8302,1184.0762,1700.3473,757.87775,1402.541,1687.2935,1108.6957,1582.9767,1083.7521,1813.0496,949.9251,1266.6677,1683.0737,1511.1969,1467.6302,1126.7427,1031.6903,1355.9019,1674.2413,1715.2041,1209.3456,1348.2635,1375.9241,1345.4966,1480.5162,1777.0892,1797.9006,2221.9421,2861.5378,2348.7227,1801.197,1722.0823,4351.259,
5630,199.1328178011328,5.543402,8106.68,8252.673,8325.284,8482.894,9501.305,10383.195,7821.7305,7820.2676,7665.9097,10241.542,9502.789,6625.4414,8386.813,8856.697,8749.331,9892.874,8729.2705,8922.87,6873.116,8293.575,8668.794,7689.7983,9592.022,8169.1304,9337.617,9101.704,8987.292,8993.001,7460.276,10015.038,10086.623,10297.519,8061.068,8291.013,8700.585,7619.519,7942.0625,9193.922,9083.594,7218.091,9233.347,9050.933,9596.326,8069.8213,10126.324,8411.513,8350.12,10548.061,9801.276,7420.6187,8119.1743,7894.528,8750.385,9242.488,10123.378,8485.801,8828.048,9960.562,161303.55,
5644,262.1595573373553,5.540487,0,0,754.0139,0,0,0,0,724.5866,0,882.6711,617.0296,0,1457.0828,0,1013.11035,0,0,871.77234,1551.439,0,33522.6,0,0,1361.12,0,1445.2385,0,1455.2239,0,67309.17,1225.301,0,6077.0986,81433.85,0,786.57764,0,0,808.90454,0,736.18646,1001.8943,1485.1305,1387.5729,882.3982,1793.6755,0,773.8819,0,0,0,6425.44,6033.716,6954.7104,6119.9165,4659.7925,7775.3965,6813.422,4182.2236,
5646,404.2992748782334,5.543203,2989.8218,1963.2103,1757.093,1569.4623,5339.985,3419.0361,2731.0723,1516.6528,2152.0098,2899.9565,829.0311,5499.4355,1798.012,1383.5378,7598.0527,3330.9539,1757.4257,1444.1241,2422.004,5870.0654,1916.5659,1964.6268,2258.091,2777.2876,1687.2424,8900.804,2873.3682,2313.8225,3223.5981,1751.7167,7897.297,4762.927,2432.9272,3736.83,4178.2407,1633.1644,967.799,2178.6626,2704.383,1949.128,1207.1832,2285.1333,2923.2563,2726.8484,3894.6145,12738.922,3190.9573,2198.326,0,0,0,3881.025,2914.5754,2722.002,3621.41,3402.6404,4283.0366,2996.7007,3505.4536,
5654,414.33610272273506,5.555095,1699.0009,3811.8843,0,0,2388.932,1356.6133,11576.18,3001.0068,3768.823,5774.675,4822.105,0,2356.312,0,2577.2046,8213.001,2277.0205,3011.1995,0,0,0,3025.3555,14695.488,24161.684,8153.708,1406.7766,2476.9246,1808.1112,1794.0887,0,4727.3613,0,0,3832.7756,18007.162,0,22583.227,7465.5063,1530.75,3424.6108,26226.297,11544.149,5064.289,4768.964,6621.76,3144.8792,3661.4653,5854.3354,0,0,0,4690.027,6826.4707,5810.848,8254.209,5072.059,8503.97,5735.2017,3631.0059,
5659,430.2944469733696,5.535562,5928.534,4387.783,7193.207,7966.033,2932.7932,8977.262,3768.9688,15542.775,4858.9146,11371.723,7145.311,11307.702,3703.589,4335.0996,6265.6035,18796.035,3697.1274,4367.3335,8361.61,4524.069,15562.341,5316.249,7250.8403,7688.077,5111.1353,8581.889,11274.308,19930.945,11986.644,9155.911,6097.4873,11531.068,7739.0605,12379.834,12462.1875,21267.486,16182.191,6756.7495,16305.047,4305.795,7726.1777,9138.155,14748.251,22070.332,10040.843,8327.381,35149.312,9218.404,0,0,0,8028.6064,9609.838,9835.245,9892.518,9087.364,11011.632,8770.054,8157.1597,
5682,279.2164504333258,5.6162105,5392.71,4420.0728,4469.355,3825.1333,4145.715,4712.3267,4709.3667,4217.3506,4467.8037,3767.7822,6011.1855,4323.4834,4353.957,4982.4707,4280.3545,5413.9165,4137.3936,5109.7026,5101.0938,3423.9153,5593.126,4664.1895,4547.8994,4572.2817,3822.5706,4716.2676,5170.0156,3959.6536,3816.0042,5140.568,4253.8423,4020.704,5097.319,5422.8057,4142.892,4317.6514,3771.917,3996.032,3277.0486,3774.0398,5373.2476,4257.8657,4705.076,5286.1904,4476.8237,3544.4026,4363.511,4494.7534,4618.4097,3559.8088,5052.7637,4760.082,4355.0073,3762.4014,4535.5625,4520.433,6147.288,5075.253,97904.555,
5685,307.2004158584023,5.595994,4691.8105,0,2733.02,8629.983,0,1320.5563,840.71484,1329.1494,657.00397,9535.778,1517.346,11831.553,4349.752,1804.0012,1140.0332,8639.015,3018.903,11876.051,2332.8003,5159.273,28112.42,2079.5527,1468.9849,49436.863,2052.5603,21750.117,21325.744,18115.059,4008.9097,13303.435,730.147,16499.156,13293.006,1348.7911,37715.918,1302.7118,90171.87,1553.6694,10326.649,8241.282,8329.776,2945.3835,1529.842,4516.3096,724.6377,2979.7175,1650.8529,25016.504,939.44727,637.03827,0,11610.1045,11877.327,13515.834,9630.755,12250.402,12457.453,12582.87,8883.921,
5695,448.3050303603455,5.605165,3426.1313,3549.6318,7251.002,4108.367,0,3843.7676,3663.486,4603.032,2824.6443,9394.555,3839.075,11403.349,2199.0005,2094.6045,3227.2961,9131.476,2747.0322,3085.979,3832.0007,3638.345,15228.619,3248.9045,5707.5913,4117.8403,3462.3733,4050.1335,6835.314,15760.104,9668.485,10128.834,2304.8408,13795.037,10369.147,8870.557,5152.1787,13112.405,5026.5283,5746.015,8884.15,3952.5435,4596.676,5525.302,8264.626,6343.879,5663.6304,3322.7312,8901.43,4505.23,0,0,0,6822.545,5638.6094,5539.8213,6038.6045,6346.326,5586.1133,5539.311,6015.8306,
5705,314.23272422314506,5.6189427,455619.28,265429.2,246334.19,279241.62,326089.53,272428.4,161051.9,229434.67,260876.81,122173.83,242211.8,222316.14,239597.42,194565.56,278229.16,242046.53,319893.1,208822.34,419210.97,1029358.3,319119.3,272005.62,191318.98,205956.62,227403.4,541297.6,212299.0,271989.34,414502.28,294143.97,405776.94,271753.84,266760.88,247668.61,351115.16,235112.42,183546.84,276580.6,241980.02,488305.12,81405.09,172893.02,400248.6,232403.98,296805.88,574903.9,330112.62,183406.83,2028.865,2258.7603,1878.0607,279386.25,275344.28,295723.06,280628.7,285479.16,364273.84,284774.12,226015.38,
5706,314.26908156950793,5.6193523,24132.82,12355.364,11846.071,13998.122,16319.143,12377.806,6148.2563,9542.29,11551.431,4797.64,11153.587,9545.728,11690.232,8485.691,12999.207,11140.788,15729.568,9195.878,21822.35,51563.46,15462.989,12128.173,7766.8066,8885.128,10553.552,30302.375,9084.718,12904.55,20954.307,13881.121,19974.033,12741.694,11469.129,11901.946,17719.082,9752.189,7626.613,13025.1,10686.938,25019.82,3542.235,6673.4614,20206.934,9804.043,14374.928,32036.768,15798.574,7083.566,1361.8082,0,0,12768.615,13366.819,14613.045,14112.475,13462.035,18773.05,14145.622,10568.24,
5709,402.2845969705251,5.6232786,26921.121,13825.266,16666.69,13743.556,34056.49,72997.75,29794.06,14758.656,10284.752,25203.861,17603.326,45996.188,18982.93,16757.482,48009.1,39461.215,15127.47,25630.543,23646.975,30274.676,20986.06,18420.82,20079.225,13179.35,11612.02,86796.38,38503.582,25326.111,17519.467,18016.572,43385.82,41062.816,25361.62,35491.613,36719.824,22461.08,12924.531,30230.396,29834.777,22512.72,8433.303,25226.754,23493.484,15951.513,45652.477,143595.9,26241.738,18896.768,2652.1492,1407.4619,1791.4623,30409.53,27965.16,30016.828,30988.184,28053.898,34730.07,30293.492,20635.865,
5710,257.1531859059291,5.622123,12525.391,2594.6624,1833.3118,6752.86,2353.6155,12905.772,2353.7693,7601.571,1897.4803,5390.0884,8569.497,5212.3677,1470.1598,2489.2197,2228.615,12256.299,2678.4329,1227.0599,10915.198,24262.338,2287.5315,5927.531,14577.267,8666.152,1655.7393,18098.455,5974.4717,6279.443,5057.951,2450.0845,3109.4246,3951.604,2070.2312,13912.299,9725.429,14479.921,5672.2646,2278.3396,11389.88,3091.4592,2756.3533,4994.558,12237.706,10591.256,14808.956,11473.294,10085.951,13813.72,1273.03,0,997.4,8453.681,6233.36,8791.957,8948.903,8170.1777,7551.827,10853.235,6503.438,
5713,513.2991510555412,5.624775,12516.656,3127.1396,1852.0602,7609.2314,2294.5994,12776.089,2520.6077,7745.7173,1534.107,5951.5312,7758.452,4920.093,1951.4689,2427.2068,2140.0332,15849.553,2118.98,1897.0942,12267.692,21440.816,2256.935,6217.3633,18096.824,14784.199,1952.9868,20762.799,6484.255,6666.3965,5853.334,2230.8474,2746.5552,4271.1484,2162.0425,15263.5625,8845.25,14324.626,5258.382,2076.3396,21071.824,4012.5728,2773.5874,6981.2617,14073.079,10737.673,20606.053,16874.012,14658.167,15277.9,0,0,0,7438.3125,7276.8047,8307.1,7745.1475,9523.19,8913.535,9018.479,13544.415,
5723,316.19372979121766,5.6299815,16930.92,10432.244,5558.6494,6790.1177,9640.707,11784.81,7120.451,6894.6064,5908.9717,5208.182,16896.45,7990.645,10150.771,6686.3423,9213.684,10196.511,14413.538,8894.082,12173.922,27791.363,8293.468,11377.045,10687.064,10002.656,6373.8027,19197.137,16278.503,7132.15,6405.331,6538.4824,11373.95,7498.0205,8962.677,5693.4272,11100.762,7866.5713,5673.038,6505.366,18410.273,20467.18,1749.3835,10930.862,11618.206,5461.501,9371.937,20653.771,10552.181,9224.9,906.4982,0,652.764,9518.731,10677.294,12602.096,10464.837,10416.569,11077.031,10097.375,9249.279,
5726,356.24295884894195,5.6338277,49524.105,30409.873,28699.174,26079.002,38380.234,23152.322,22941.672,35214.594,46652.434,68305.39,20920.133,26049.467,48341.406,12671.832,35995.703,70566.68,61095.426,41769.95,43602.26,66452.4,63687.402,30060.584,35139.74,26701.174,25018.36,52958.176,24277.0,36545.617,32277.477,27403.838,41429.453,30502.76,39639.65,23982.535,35632.66,24925.227,24086.32,30556.4,90746.414,130413.64,20238.338,22463.39,53130.83,30574.736,44639.0,83506.51,66967.61,85472.32,1375.4282,1266.4078,1305.2878,41147.062,41915.86,41030.23,41915.566,40180.543,50286.78,40855.332,34581.95,
5727,338.23235993500157,5.6352496,77738.2,70098.59,36368.76,44069.793,48114.0,49932.137,37782.977,50763.273,39890.93,39460.79,50042.4,32098.762,77314.35,39809.977,40091.023,81161.625,124519.79,63983.64,67647.875,96469.81,37313.18,45990.754,35219.28,47626.34,54574.637,84638.78,43469.14,46363.87,77780.195,36044.355,50780.246,48636.523,39606.37,33731.57,57006.973,32209.887,32841.473,60651.926,118821.6,191457.84,20402.578,36064.63,102438.234,51146.418,46840.35,92761.79,59321.664,64789.793,1094.2443,0,557.0,52859.984,56712.887,54949.414,54493.76,57236.152,73764.07,54879.4,40820.008,
5762,244.2054964760578,5.6749864,12461.168,13880.51,11122.7705,12496.593,11491.42,11459.419,12090.057,11602.345,11201.083,14704.278,13087.958,11389.688,10971.068,11334.05,10799.32,8436.036,12093.661,10921.832,12388.636,12239.298,11248.33,11988.23,10849.118,8808.344,12402.454,11444.417,9786.087,10489.213,11896.131,11400.865,13158.423,11030.339,11637.699,11220.549,15761.796,9686.592,12337.31,12837.139,10535.286,11605.296,11004.394,12431.655,9686.026,11174.351,12089.353,10952.002,11028.785,8866.202,13012.829,12599.634,12361.186,10897.067,11536.131,10832.904,11070.685,10285.995,15588.864,12981.427,107081.51,
5767,287.18501556587074,5.7300897,7655.2,5582.037,6063.0103,6150.543,5602.2837,5816.4546,4462.63,4889.9976,6706.2744,6231.659,7157.209,6313.684,5851.901,3973.1497,6266.923,5561.195,5017.576,5743.249,5515.7754,4795.663,5410.6655,4776.922,5531.797,6532.5034,4986.881,4863.162,5733.041,6013.638,4701.0737,5922.014,6160.6157,5361.1606,5450.317,6203.1895,5545.1816,5328.0337,6563.1147,5576.9043,6933.5586,5596.1826,5360.9326,6426.6406,4874.6147,5901.695,5497.767,5058.409,6224.1104,6069.094,6615.064,5668.343,7850.604,5261.485,4723.1562,6870.0703,5191.4404,5267.9443,5783.7007,6367.007,129710.95,
5777,323.24241250360143,5.7053156,2840.205,3827.0078,2880.4126,3268.3857,3375.1055,3651.6687,3170.274,2994.2996,3066.0422,2703.915,3016.5525,3201.7021,3151.8994,3136.8362,3213.119,2804.6555,2696.2092,4186.2803,2912.0305,2865.22,3332.0352,3194.5737,3159.1433,3077.6218,3062.0002,3206.785,3535.8528,3300.0562,2858.435,3183.864,3533.5168,2574.367,3059.0942,3026.1038,4567.051,3006.1787,2736.1445,2743.9087,3465.022,2786.9492,3278.7104,2870.1067,3183.7778,3431.2002,4205.7637,3220.2249,2762.8276,2500.4417,3061.2227,3274.9336,3276.2317,3042.111,3314.9802,2859.0454,3027.2231,3825.7905,3501.5813,3744.2646,78372.88,
5781,342.17303978538496,5.6895885,17821.57,20007.627,17261.166,13144.77,18203.623,21953.016,19584.025,11670.185,12889.796,9669.899,17687.076,15221.232,18287.121,7137.1113,19138.857,17129.395,18394.176,16700.646,16088.491,22796.441,21705.855,20986.537,22611.277,13558.751,18311.97,17035.031,20919.459,18043.947,20569.719,21294.652,17776.932,12199.393,24659.975,20847.85,32189.37,22727.08,19052.863,24004.092,18617.98,20913.389,7884.4893,18605.104,23484.299,14252.043,25433.912,25960.26,21417.08,18610.223,0,1060.6338,0,22041.543,20323.518,19414.104,19319.025,17431.605,20727.94,19793.346,13133.61,
5782,457.2210711652753,5.69795,1321.9009,6016.0273,1033.4082,2598.6152,1343.63,1386.2279,20103.123,4892.3213,1062.4944,1709.681,1393.2965,0,1222.7275,1164.0245,1123.6676,1349.5201,2596.1243,1253.8151,3560.4133,0,8276.411,7327.887,2443.2195,1046.5048,8440.961,1419.916,25772.98,52754.785,1694.7462,6550.668,732.4153,117357.19,827.68494,4056.7234,1818.2631,12202.386,962.16345,3079.8545,1016.49,1430.8196,920.19275,2401.9204,9892.754,2231.0476,883.8865,1555.9285,13070.687,2236.1855,929.0626,808.3488,905.6966,9195.031,8353.376,6877.596,8480.28,8054.1206,9896.081,9915.751,6941.784,
5791,502.29580838056614,5.699236,1367.4105,781.1184,1342.3339,875.2736,925.16626,1813.628,1279.4814,1263.7642,1728.2914,993.74524,620.00964,1343.0804,1217.8987,573174.5,1449.9633,970.00146,0,1256.4683,1248.478,1288.6707,1893.8723,657.476,1008.31555,0,0,1226.7452,1617.086,891.7427,1269.3119,1289.7614,1322.0591,1112.1571,1250.478,970.0414,1098.0,1313.005,2046.9679,1222.8658,1239.0703,619.0,747.5185,845.1127,1460.5157,1449.4375,674.4497,0,1352.1926,896.8223,1343.6702,1570.495,1370.6183,18967.098,19899.36,16629.76,17207.496,19773.787,22161.686,17977.43,10402.32,
