row ID,row m/z,row retention time,6110_U2_C18POS_34.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC7_C18POS_25.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,
3555,432.3466370089116,4.8522654,10771.371,12989.987,3404.8318,1202.0929,1773.7216,1495.418,14833.262,2010.2667,2392.4207,2954.2583,0,3134.618,18412.584,1731.4054,35127.324,9255.332,0,3185.7283,3813.8608,13245.72,4858.542,3468.736,4882.1807,0,4774.156,0,0,2001.1487,11216.001,1353.9724,30137.578,0,13388.3,2622.6113,5645.6885,0,3453.0347,5513.5874,0,23312.762,33580.582,12109.092,2135.4927,0,0,0,0,0,0,0,0,4309.3906,3847.1738,3710.9395,5862.5557,4979.0625,5383.5835,4073.7517,4322.0,
3556,356.24284896260394,4.8205037,6339.32,2662.2747,4705.7036,10407.03,9340.052,4247.115,3426.427,3294.7102,15721.363,8796.011,6153.442,5595.881,27590.998,21412.05,13916.007,6754.8228,5043.154,2379.567,3879.658,3338.2515,2146.3782,5286.3374,3681.6611,9177.082,3084.4453,9333.78,7691.4736,6391.0024,8186.225,3680.9778,5846.424,5901.7036,3224.199,76825.984,4113.1626,3502.694,72072.72,4267.859,2445.9065,20513.648,30303.857,4426.3306,23446.36,4917.0894,3924.865,20041.117,5112.931,3568.9312,0,0,0,8256.337,8157.809,7273.924,6495.375,8925.409,8553.115,7598.5576,7122.293,
3569,599.3775574103777,4.863441,0,0,0,2069.5405,0,0,0,0,0,0,0,2712.8145,2368.4084,1290.3684,1234.6736,1406.259,1997.1636,0,1333.0834,0,0,0,1334.5927,1481.5438,2004.5951,0,1932.8784,8528.503,0,19428.52,0,1777.0,0,1224.2604,0,1868.4277,0,0,1191.154,0,1599.1855,0,0,0,1363.2812,0,977.40674,1246.5747,0,0,1321.1667,1527.2618,0,1337.8545,1451.553,1465.8289,1498.314,2017.2894,1593.8214,
3581,400.26890239891657,4.884412,7798.4937,20390.936,6701.4014,16130.131,12721.311,13409.93,13392.832,16342.883,11397.349,20548.736,18108.254,13311.025,10138.05,18807.451,10929.504,20068.014,6056.0747,29277.115,25288.99,11746.79,12224.258,7716.9478,37782.2,20341.271,23482.715,10132.679,17703.895,11812.695,32830.35,23803.754,27590.096,9876.253,44280.086,17826.47,12114.945,5417.9473,15435.646,13224.309,2223.4368,20128.115,21371.127,36398.88,9616.575,12775.297,3359.4065,23233.764,12824.27,10590.58,0,0,0,12194.881,10400.681,12474.21,11040.74,14638.649,16545.658,12105.087,12275.383,
3582,234.1123393202962,4.8844533,50813.95,12713.6455,862.40344,1710.4067,0,11693.207,2721.2021,1358.5806,19328.668,4700.335,4541.981,1254.8378,1582.7778,0,13295.737,5750.233,1379.1997,5637.2935,0,2534.3882,5444.0244,0,14647.249,16317.447,0,10017.6045,0,27094.473,1771.7603,0,1818.1771,8562.816,22483.137,1344.0392,5434.9976,2359.56,12973.115,676.2526,13200.906,0,4947.6367,2032.6218,1393.6565,0,0,844.1277,0,15918.08,0,0,0,5403.5894,5590.458,5205.0,4822.336,7180.873,6627.991,5779.601,5082.112,
3586,402.2844161572601,4.8887787,15284.681,4219.2314,13814.16,21157.54,10939.432,15336.874,9005.234,7094.178,9553.421,39101.184,10120.928,21422.768,10432.825,3894.5564,7425.8276,12216.663,4445.5215,6718.3306,5216.435,9750.927,10125.11,7807.2393,11498.358,20136.672,8892.0,5352.9717,9536.307,9157.965,18798.156,22677.646,34640.766,10934.081,13138.254,11590.129,18175.736,4602.51,13904.647,7350.123,2405.5188,21072.223,13311.551,20466.975,15856.688,8631.714,3279.7905,10729.608,4987.8843,10435.975,0,0,0,8161.337,7659.049,7889.9937,7605.16,9272.434,8831.864,8439.637,7928.6494,
3591,258.2185927028769,4.917032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429.8623,0,0,0,0,0,0,0,0,0,0,0,17084.02,0,0,31606.469,0,0,0,0,0,114988.24,0,16338.462,0,0,0,0,27953.152,31814.94,26018.467,29144.65,28952.264,29940.143,25547.064,30863.875,
3592,553.3379365638167,4.9123445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21798.83,0,0,16558.824,0,0,0,0,0,35453.36,0,19064.994,0,0,0,0,1502.8784,1277.5005,1878.025,1748.6577,2100.5833,1988.2606,1768.3973,1343.2037,
3593,551.3390618896843,4.914199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62466.363,0,0,46284.805,0,0,0,0,0,95765.85,0,52356.65,0,0,0,0,3587.6777,3567.4468,3866.4375,3451.5017,3673.834,3736.7065,3130.188,3211.5112,
3595,259.22179695339224,4.9095664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40966.23,0,0,39602.76,0,0,0,0,0,37523.96,0,34835.758,0,0,0,0,9064.8,9342.352,8736.269,9607.44,11856.41,11623.1875,9203.742,9079.33,
3596,322.2008336417865,4.8961787,3265.8577,2630.22,2524.6401,9574.69,2766.4343,2372.9219,3204.9639,2117.3364,16190.374,2005.2438,2414.575,1895.1222,1987.5463,2134.1199,1574.1018,2309.0476,2953.1252,2109.7341,2476.4275,4051.4446,1895.7174,2902.9658,2551.0417,2449.3274,4906.8403,2876.681,3283.2056,7653.2134,3693.28,2041.5872,4507.2603,4462.1353,1732.5265,4346.4595,2452.903,607.1905,4159.259,2294.8457,0,2044.5513,2103.7202,5321.5024,4452.685,3633.651,1298.2465,2536.4766,2029.298,4218.89,992.6608,700.28656,799.32214,2709.6655,1947.1635,1977.5919,2099.8281,2587.167,2785.508,2125.1204,1741.5942,
3603,258.1856365344972,4.925749,0,0,0,1729.7388,0,1430.5568,0,0,1448.5339,0,962.4114,0,0,0,0,1474.35,1719.0533,0,1239.8555,1372.0801,1440.3855,0,1706.091,84042.625,1204.4852,0,1281.4506,5184.542,1859.0094,1318.5802,979.2195,0,0,829.6485,0,6637174.0,691.2818,0,4640780.5,0,0,0,1935.5377,1287.2937,7089159.0,1315.3522,6137135.0,899.77686,0,0,0,1145552.9,1130802.5,1140201.9,1172132.1,1469176.0,1416514.9,1121525.4,1134600.2,
3606,567.3535328503144,4.9217753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.5099,0,0,0,0,0,29650.963,0,0,22284.389,0,0,0,0,0,30750.76,0,25591.895,0,0,0,0,9669.005,8180.8257,9184.889,9292.046,8680.07,9232.031,8468.008,8392.556,
3609,565.3549272380908,4.917439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77129.164,0,0,61201.645,0,0,0,0,0,81635.58,0,65852.69,0,0,0,0,21581.248,21478.643,22061.426,21301.775,24232.373,22757.32,22707.969,21718.426,
3612,621.3918443690941,4.911301,0,0,0,0,0,0,0,0,0,0,0,1383.6765,1876.8242,0,0,0,1769.3616,0,1569.3132,0,0,1360.9518,0,0,1961.7197,0,0,10122.245,1242.6716,15036.225,0,1699.1736,0,1239.2272,0,1546.5511,0,0,0,0,1072.9702,1280.3136,1223.4941,1889.2614,0,0,1438.9299,1354.937,1570.9414,0,0,1478.626,1457.0668,1654.5276,1308.21,780.0517,1225.8004,1234.5709,0,
3613,450.2126555097548,4.926479,646.7148,877.0,0,767.9835,773.868,0,1224.3793,849.6962,1238.5923,905.0818,617.96027,0,805.20337,795.5988,1061.3457,840.357,0,0,0,692.6125,1325.2544,762.3472,654.0,1065.6565,0,0,0,1342.4415,1344.2922,1568.5511,1331.0494,0,1577.2905,909.7598,0,137416.8,1236.0132,1501.0717,43707.586,887.49,821.95746,761.0144,975.6052,810.8645,124311.43,1244.8984,109712.1,648.3778,0,0,0,16464.049,15610.223,15117.617,15220.281,16698.773,16490.29,16213.342,14614.614,
3614,312.2522113136355,4.926608,1985.0405,33597.516,4638.1562,1636.8054,7227.0,1892.6997,2028.5946,15238.811,28016.691,1916.616,1398.8185,12068.609,34582.363,3053.8452,24404.695,2339.5603,1583.531,7855.7954,5318.7925,2722.1,17398.564,34993.336,32920.555,1055.3523,3251.667,4277.921,6954.7466,2949.059,30607.787,15479.686,3742.0828,1474.3734,9242.538,8611.806,4855.863,0,21433.553,13742.421,0,6883.4463,2395.3022,3422.5215,6062.2085,24849.117,1740.3368,2419.0403,29579.424,34937.48,0,0,0,7258.5386,7493.6562,7765.819,7367.568,9036.631,9352.895,7688.9766,7285.807,
3618,331.22766552253944,4.908689,16456.27,25503.152,46030.86,29800.336,32144.322,37399.71,10341.262,34819.887,18521.053,34111.38,24776.271,30160.412,26337.762,40057.082,23999.508,28317.947,30342.64,33878.695,35706.25,24556.514,27598.861,40648.605,29345.045,34502.34,29690.34,25627.572,38987.89,25432.2,28560.676,39530.613,29992.137,30003.559,32370.814,28575.518,8240.579,14105.249,17395.947,23792.588,8706.668,25676.377,44985.652,32618.662,31585.297,28379.24,19030.625,30631.615,26986.81,37001.258,949.01227,969.90924,767.2158,25890.707,27747.842,27154.742,26818.832,25515.557,26602.531,25731.154,27170.676,
3627,312.2167086762958,4.929416,50130.08,1111225.5,125283.65,39749.125,187765.31,48306.566,48971.19,327888.44,532808.3,47151.6,34152.97,270999.66,790562.1,70301.695,491160.9,48721.94,18536.775,189483.34,137554.72,60337.316,344103.62,1425307.6,628918.5,30621.86,86840.086,101932.305,190170.9,77997.12,575212.06,315221.28,95971.47,46317.332,205785.44,188960.95,126180.19,17952.926,434021.38,289150.4,20980.785,185282.27,10363.617,100195.64,168558.98,728033.56,47519.0,62530.773,687518.3,1252436.2,0,689.76215,0,187694.4,178054.23,186829.08,185837.67,222236.72,214116.84,188378.02,188769.61,
3635,308.1854507468635,4.9324856,48798.89,33215.945,18858.418,22131.88,34088.586,12444.101,35079.035,20429.291,318662.4,21619.242,10808.683,64955.2,14527.045,18794.355,45149.082,53997.395,46391.133,29488.45,17864.188,27362.955,73173.016,16155.0205,18404.557,10276.311,32100.477,28068.34,20597.01,27147.701,86833.805,21235.371,94115.336,0,20630.902,30448.46,12283.963,17377.205,46698.54,53827.336,17694.842,144982.5,12560.847,605692.6,142302.55,35882.64,19449.385,10265.126,34605.25,24024.32,910.73145,1016.0625,678.77563,34788.496,34456.42,32343.148,32083.947,37016.21,37147.566,34084.46,36313.56,
3644,274.20653886765507,4.9500895,0,0,0,0,0,902.445,0,973.9201,635.889,0,943.0804,1114.4926,0,0,662.42017,938.08923,641.09155,0,890.58264,1041.9587,1068.408,0,784.86426,8415.902,700.25934,1027.1543,669.20166,971.9506,1018.569,858.6621,1330.2896,0,1344.0321,0,0,357831.78,0,0,240681.06,0,0,0,951.11194,0,370848.22,1317.9818,318643.12,1196.2114,0,0,0,87900.64,89448.04,83130.055,86137.36,112081.67,109390.17,88344.75,86584.49,
3658,332.18819211653226,4.9465737,10263.577,8052.999,16392.953,10149.527,9031.004,24292.176,4624.1245,14063.966,5207.9644,27169.87,8078.8203,22230.295,11602.388,13382.651,7700.5127,15954.75,8553.192,13711.776,10327.295,5910.1475,11163.215,25476.824,13790.455,10967.961,9658.449,5915.7974,9127.851,7382.133,10532.611,17307.984,19358.895,11645.816,11996.127,6935.9214,19042.771,4214.4736,13310.406,7213.038,1387.5223,22878.668,43241.1,14406.335,12919.405,9408.265,2804.5217,7751.8726,6412.564,16159.791,0,1076.0037,0,10268.974,12698.005,11770.5,10846.12,10860.095,15244.854,10851.499,12486.786,
3662,272.4531640855947,4.9656014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16297.916,0,0,12120.372,0,0,0,0,0,63272.48,0,13549.722,0,0,0,0,4715.498,4822.356,4729.087,5147.842,5760.5283,6895.53,4789.81,5065.5366,
3666,272.2386016628138,4.9640512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162.564,0,0,0,0,0,0,0,0,0,0,0,89533.85,0,0,85974.055,0,0,0,0,0,81714.41,0,91658.76,0,0,0,0,121684.23,119872.0,112804.75,115193.68,109765.75,99486.6,112249.68,121539.69,
3668,475.2466816197286,4.955465,13061.216,5732.2456,17819.951,6157.8535,6736.9673,27131.13,6317.2007,13300.296,18994.021,11134.784,9229.892,25179.32,35488.81,18549.127,17299.34,18836.44,22922.652,13404.314,14715.413,6598.5015,10071.2295,22686.451,17783.166,14369.021,8302.001,6767.4546,7898.021,4242.8003,33720.348,37964.13,27304.977,18057.8,36096.42,35403.473,32693.344,9074.064,84000.9,9470.335,1860.4241,51903.61,66682.34,38832.4,61398.0,15340.675,4882.6035,8649.347,5637.697,18723.508,0,0,0,13564.756,17065.164,15888.273,15104.078,14562.787,15419.594,15307.365,13031.731,
3672,272.2034818375591,4.957898,962.3621,1436.7919,1280.3716,1703.3867,2680.8235,2855.349,943.67944,1475.2124,1950.6805,1259.442,2013.9305,1052.4812,760.9541,1103.7578,1193.4056,3030.875,4999.375,1124.7262,1670.4006,1328.6914,1410.2604,1920.0911,3067.9363,236682.05,734.13226,1210.5823,1362.174,19289.773,2782.5952,1347.0259,1455.8832,1559.9879,1723.7675,0,0,9462395.0,686.75745,940.1967,8067940.5,868.306,1073.5652,1135.9984,6542.198,1619.0573,9355753.0,1186.127,9011080.0,1329.8687,0,0,0,4724519.5,4720383.0,4657717.5,4609679.0,5140150.5,5188840.0,4707210.0,4591017.0,
3673,643.4037329757317,4.93999,0,0,0,0,0,0,0,0,0,0,0,0,1382.5627,0,0,0,1618.532,0,1670.4442,0,0,0,0,0,0,0,0,8344.656,0,12911.797,0,1252.2384,0,0,0,651.0322,0,0,0,0,1455.4406,0,0,0,0,0,1291.0023,0,0,0,0,0,1648.5583,1957.9008,0,1285.6206,1217.142,1393.9264,722.84033,
3678,606.3893333475509,4.9609733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61549.492,0,0,45281.17,0,0,0,0,0,58351.44,0,98128.98,0,0,0,0,24412.338,22629.223,20619.86,22298.117,39746.188,40742.387,22922.176,26929.518,
3682,579.3712337562295,4.9644833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642.1362,0,0,0,0,0,0,0,0,0,0,0,656663.8,0,0,517000.7,0,0,0,0,0,767028.5,0,665422.5,0,0,0,0,203619.9,210891.98,204814.72,200652.42,246803.19,247409.66,207982.83,201511.22,
3683,310.2369513142232,4.9823503,23551.96,14299.122,36037.03,21591.918,25335.662,15021.523,29271.582,33002.047,23094.918,31240.188,13283.947,23255.61,27106.69,39538.06,19718.219,35919.38,28241.92,23489.178,32145.52,36362.71,12506.87,22970.45,18944.67,11238.079,23510.902,17626.426,17111.629,18078.248,36793.723,15399.398,46363.617,24911.277,10659.647,27365.297,16496.275,6739.3076,15871.702,32767.41,5659.5874,32250.525,41087.504,27895.701,23768.04,24340.176,11079.705,21416.594,21943.064,29991.066,871.196,0,552.45,18046.227,17259.959,19040.04,18907.234,21450.654,22949.625,19387.969,19445.713,
3684,579.4184538237389,4.965137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33875.89,0,0,26077.953,0,0,0,0,0,39747.15,0,33778.67,0,0,0,0,10271.513,10337.938,10940.312,9509.721,12860.376,12519.528,11768.667,11316.151,
3685,581.3696592418048,4.9657626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.4089,0,0,0,0,0,0,0,0,0,0,0,215953.94,0,0,179166.88,0,0,0,0,0,245148.45,0,216469.48,0,0,0,0,82919.914,83120.086,85808.69,81034.96,96883.695,97302.625,86181.59,80569.64,
3694,310.2016668881296,4.986867,458640.66,293286.0,678326.94,420545.0,490116.66,317481.34,558440.06,628600.5,455524.84,583734.56,293362.53,471144.62,503848.47,780447.6,383270.34,1062685.8,494110.25,443828.66,611230.44,646848.3,268218.75,456254.84,372343.97,255978.77,474886.66,314590.9,349167.5,363074.0,1078826.6,321229.28,1107484.0,451687.47,234511.86,567912.7,336504.4,176484.45,318289.94,829573.75,152559.62,619089.56,1236628.5,528213.6,463129.38,452589.62,240484.28,435172.2,436742.78,555293.2,873.9018,1128.8756,764.38477,367415.3,345871.5,376003.6,367540.66,425230.94,440661.38,381364.25,379436.8,
3703,272.20203490636976,4.9723396,1453.6772,669.1395,1304.4379,1703.3867,1070.5762,2855.349,943.67944,1542.0432,2850.9192,1249.7506,1838.4905,678.0929,760.9541,943.632,1193.4056,3195.0034,4999.375,577.1337,1670.4006,718.81,1410.2604,1448.859,3067.9363,236682.05,0,807.90955,1762.4163,19289.773,2782.5952,1347.0259,1455.8832,0,1723.7675,0,0,3421405.2,686.75745,940.1967,1244947.1,697.2229,941.0137,0,6542.198,1806.1906,1248472.0,0,1467045.0,967.3224,0,0,0,4724519.5,4720383.0,4657717.5,4609679.0,5140150.5,5188840.0,4707210.0,4591017.0,
3711,665.4172435873122,4.9794073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.111,0,14787.132,0,1204.5062,0,0,0,598.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.5923,1265.2366,1570.7441,0,0,0,0,
3715,242.1536044413947,5.012354,812.59607,2407.4695,0,1633.778,0,0,0,0,723.8135,884.25604,0,0,0,0,0,791.5135,0,0,0,3013.6672,71077.055,0,0,0,0,0,0,4755.0083,0,0,0,0,0,1899.264,675.1602,1291.6754,0,0,782.0417,0,0,0,0,0,663.34485,0,1091.48,1142.528,0,0,0,2069.1748,1909.1527,2213.773,1673.729,2553.339,2524.6458,1935.8282,1716.802,
3716,300.2169791674612,5.0049515,180839.92,268770.4,281976.94,241312.6,303225.25,155095.28,314946.94,237604.73,409882.12,264631.16,235967.06,365802.4,241186.89,264349.75,291239.6,302485.16,984304.1,232367.55,254195.25,288315.38,194534.9,185792.42,239240.5,292781.72,274701.38,1069943.2,295151.47,275382.0,422601.75,227961.47,495066.9,1954484.4,238408.88,506124.75,187150.88,63792.375,621629.6,234848.52,56736.266,271672.03,260241.06,275588.38,432755.66,1104691.2,54072.027,387305.0,139318.05,167678.5,2219.5928,2684.4304,2116.1511,324690.2,322375.56,316048.22,318279.66,394632.4,396329.78,335251.7,299528.7,
3717,300.2525945510544,5.0043907,7433.9253,11776.184,12265.895,10228.8,14094.066,6052.1426,13548.928,10246.91,20784.764,11109.36,9907.292,17757.32,10618.123,11940.438,13788.683,13197.607,29136.078,10528.856,11483.056,13698.999,8295.446,7309.7905,10588.087,14131.561,14244.189,34329.688,14496.607,12131.776,21161.797,9723.819,25166.422,29396.506,10184.609,26159.842,7284.203,2390.518,29736.457,10121.612,2104.404,11434.538,10989.15,12138.068,20773.24,35184.957,1982.7513,18657.7,4774.5024,6050.9375,0,0,0,15775.005,14702.8955,15009.088,15644.295,19732.82,19799.973,15231.716,15303.197,
3722,599.4263310353151,5.00437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875.085,0,0,0,0,0,0,0,0,4381.9023,0,0,0,0,1393.9436,20061.842,0,0,0,0,0,0,0,0,0,0,0,6182.7876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3732,309.16877292440404,5.0264273,4650.233,3900.4507,4054.333,4125.277,4031.8667,4729.0635,3880.104,4262.8975,3992.1045,3504.9363,4000.444,4410.885,3904.252,3846.2952,4500.287,3367.0198,1028496.75,3980.197,3171.0713,3982.8127,4831.9653,3558.7412,3770.1497,5411.771,3808.2473,571055.8,3486.358,4090.7761,3343.1301,4242.2876,3414.1477,1021851.4,3720.577,4026.7761,3660.6846,3569.6091,5697.7495,4057.2832,3868.2507,4187.1777,3972.9202,3849.6848,4305.3843,681137.0,3257.2058,3780.2183,3632.0144,4166.4795,4410.2437,4667.137,3868.4485,127442.02,120404.87,123777.94,110716.63,137467.11,139718.4,118746.99,110366.55,
3738,141.07013397366393,5.0108957,0,0,0,0,0,0,0,719.72845,0,0,0,0,0,0,0,0,318238.88,0,0,0,0,0,0,0,0,188943.66,0,0,0,0,0,318874.03,0,0,0,0,0,0,0,0,0,0,0,220747.11,0,0,0,0,0,0,0,41647.688,43542.67,35940.67,35113.402,48939.113,45977.13,36188.516,33682.035,
3740,593.3320388432384,5.0180717,24949.314,2704.7874,5659.5103,16819.145,0,6609.3203,20177.033,0,70494.375,2777.195,31612.225,6579.3765,50067.75,0,41264.598,21194.209,9739.016,4490.056,5400.4316,25539.965,4045.717,2014.7126,10267.963,2196.383,4047.406,2765.1267,1708.0089,9072.992,13766.907,3559.2007,26528.51,2822.0017,4395.0454,41633.094,2161.705,1494.91,177791.2,9792.191,2376.5234,27650.16,79284.94,2570.539,109974.52,2325.7493,1507.9242,3480.1345,8267.963,11577.911,0,0,0,17563.375,16492.943,17653.041,19576.012,22599.068,21128.44,18308.682,17758.148,
3744,308.1661445119384,5.018986,2212.6226,1488.9171,2903.3616,3056.894,1550.6357,2814.012,1595.1146,1842.63,1158.9777,1896.1488,2492.497,1601.0232,2744.352,1997.1713,2080.199,2329.8481,5016808.5,1939.2415,1216.3666,958.22723,2062.6475,2147.0085,1162.5374,2081.5198,1922.9186,3333367.8,1199.4436,1868.1075,1906.654,1739.0605,1424.6257,4833682.0,1731.0448,1650.1761,2698.7278,1210.6338,1635.1166,1650.3121,1795.6875,2599.6228,1539.3472,2394.8945,2213.8188,4014381.0,837.4103,1956.8689,2809.4346,1723.4846,1662.1562,2501.0933,787.232,477652.2,457266.34,467610.66,454818.1,535107.9,529931.06,477268.72,445551.4,
3746,712.2743491408643,5.019444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29527.225,0,0,0,0,0,0,0,0,3147.776,0,0,0,0,0,3633.8413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002.738,4094.004,4891.299,5017.571,5474.7026,6386.593,5747.472,4736.96,
3749,200.12815938359674,5.020066,31130.01,17855.447,38927.03,23858.36,30442.072,26055.756,35610.125,33553.293,42964.938,38663.223,18721.248,69168.24,29258.697,20464.53,16714.969,39697.574,59748.688,20718.924,24407.04,47801.92,24248.408,31434.504,16316.886,21391.521,26845.486,46831.37,25009.906,30170.129,69555.125,27645.334,80857.305,56923.65,31417.08,41471.277,23241.13,49910.773,29883.178,64135.887,21438.438,33359.242,45136.434,53205.72,59386.473,49190.89,47549.453,21285.285,34289.54,21892.477,0,792.40845,647.47156,39105.914,37983.773,36905.277,36486.305,40923.023,37873.207,36527.7,36508.992,
3755,308.20388539614515,4.9966445,2188.8835,1460.0697,1410.9777,1320.4496,1703.1742,1388.1532,704.8904,1935.0286,1307.4382,917.12744,1602.487,1760.2318,1349.5135,1286.2474,1705.925,2131.6802,115931.33,1886.4011,1587.0592,1585.1434,1665.4309,805.347,2100.584,1884.9507,1604.503,95039.65,1275.9292,1118.2661,2238.4932,1937.4695,913.0456,98087.086,1964.0009,1088.2485,1528.7751,734.20123,1737.3829,1136.433,1215.1023,2075.4084,1450.2324,1234.0542,1103.8768,100326.234,0,1468.0272,2442.31,1289.3821,1126.2351,1618.027,1591.5437,24864.076,8052.2163,24983.7,10305.876,24560.645,11787.086,4162.0,11034.75,
3761,416.35182374846363,5.027121,8787.104,17691.496,4105.929,0,1390.9009,1574.9167,21142.506,4110.8037,2211.3499,0,0,8316.685,21196.08,1951.4507,34910.844,24824.977,0,3757.1633,4647.395,21891.027,11354.377,2924.261,4453.003,0,7634.679,1434.7743,0,0,26777.998,0,69713.31,1641.6565,40991.832,3503.6301,6996.6274,4894.9634,5238.6206,11032.946,3864.0273,29829.172,32092.373,27519.893,0,1248.0494,4578.0767,0,1610.8789,1231.2217,0,0,0,10217.807,9340.151,11337.118,9810.177,12788.191,11725.789,9412.135,11579.587,
3765,687.429274846922,5.0354056,0,0,0,0,0,0,0,0,0,0,0,1211.1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7994.928,0,13085.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3766,318.2094067577947,5.0329547,7179.596,9364.632,11950.208,10235.023,7345.0073,17288.455,4359.307,19332.29,6453.4033,20228.326,5130.2085,22148.615,8825.711,9182.0625,6688.2944,15628.935,8145.852,9286.581,11526.675,8367.777,10966.633,18172.084,10271.896,11248.402,11100.547,4920.1245,9741.249,6324.139,10013.549,18161.176,20953.135,13280.4375,9941.115,7403.7295,19034.355,15008.456,6996.576,5848.15,2698.519,20787.756,32499.312,15155.779,11043.528,15110.006,9960.394,7450.2646,39055.195,13723.004,0,814.1929,0,13130.951,14590.412,10903.875,13452.578,12030.531,14671.427,12579.669,11066.035,
