row ID,row m/z,row retention time,6110_U2_C18POS_34.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC7_C18POS_25.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height
2752,122.0317638,3.6332695,888.66003,0,9513.414,1208.3756,927.6555,8725.891,829.84033,718.4464,1246.7356,2423.6833,0,1080.3151,1096.372,1148.894,3522.711,1557.517,0,991.24335,941.2948,1764.019,0,1086.3813,2177.144,1266.709,0,0,0,1160.8221,1415.9578,582.8848,1207.1935,1334.7003,1491.3937,7497.034,1410.6925,3595.8,6519.26,905.25714,1005.1595,1684.8918,2613.2048,1127.1444,7274.4556,878.8897,5148.123,1241.002,777.1554,29167.594,0,0,0,2321.2827,2176.1125,2310.3354,2276.1443,3319.4604,2994.7917,2609.0073,2471.268
2753,319.1262574,3.6333752,12218.308,4363.448,4418.9624,3408.2969,3691.0452,12647.712,11199.543,4473.129,8013.513,5102.596,5625.786,10718.798,6158.052,5637.9507,22048.312,3082.55,2398.0269,7046.0767,7557.5522,9370.533,2895.3462,3861.712,5061.4307,6212.7773,5122.271,2568.645,7940.2637,6559.1963,6742.5615,2924.9387,8183.572,1955.2865,3370.5889,6412.742,2626.976,1185.3151,9497.427,10292.893,1709.8032,4378,5322.929,8957.573,6067.7065,2176.9417,0,4344.277,1260.1803,11594.778,0,0,0,3777.6057,4265.211,3933.8552,3446.7327,4211.7754,4820.525,3447.971,3826.4224
2754,435.1223952,3.6293752,0,0,0,0,0,1992.5507,1061.4352,0,0,842.26886,987.95654,0,0,0,0,929.71466,902.1239,1006.5134,0,0,1706.3375,0,0,0,0,0,0,0,0,0,0,998.0592,0,0,0,7359.2964,796.93463,0,6442.9756,0,1387.4899,0,0,804.0654,6542.547,0,8554.475,0,0,0,0,2605.9614,2203.357,2306.439,2884.8628,3084.1777,2789.3032,2147.2993,2037.5791
2755,219.1126398,3.641463,1797.1212,2328.5195,10426.467,4690.1406,3169.4246,2952.911,5408.8936,2312.5798,4582.8994,3028.56,2693.9802,4503.055,1834.5406,1770.5903,3115.467,2740.9714,2882.635,3343.843,1775.8298,3734.4504,1763.4069,5774.2354,2962.8772,3679.0984,2335.3535,2227.7327,3998.405,1716.9005,4458.398,1671.7515,4298.4834,3077.3044,1502.0226,6493.597,2099.0176,1608.4943,5430.81,4715.306,1895.0248,2109.9263,1948.0725,3292.9321,3250.7346,3096.5408,1511.2064,4169.5874,2146.1921,8169.114,0,0,0,3117.1147,2740.1602,2397.3958,2859.3564,3285.006,2832.0847,3316.6348,2642.7864
2756,313.5772941,3.6948433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7566.4653,0,0,8853.481,0,0,0,0,0,7205.3584,0,7568.837,0,0,0,0,4809.9424,4228.9614,4265.1855,4040.471,4742.8643,4375.7046,3447.4575,5619.5024
2757,279.133243,3.6398754,37621.195,42702.625,26716.303,12295.754,11517.276,51845.625,42671.445,38233.31,44214.96,24194.037,34637.426,46633.727,19364.812,22768.484,55778.594,25228.408,22343.055,38493.12,28032.693,40496.71,22035.676,24645.783,39240.652,28522.703,39938.61,22710.232,42497.496,20838.72,36081.94,28440.72,45146.516,11131.368,20078.668,42441.855,12558.037,6869.0137,77324.23,44201.535,7157.3184,17122.225,20115.307,52683.547,52188.26,17085.527,5192.3438,33748.207,13908.24,79938.625,0,0,0,26793.688,31482.414,28294.533,31668.494,33368.69,33538.867,29634.967,29905.105
2758,280.1365786,3.641935,6469.5845,8865.397,5666.841,2703.5332,2863.6313,11217.082,8234.612,7442.9956,8184.364,4489.9795,6213.0786,10567.796,4495.0386,4461.379,12642.164,5348.805,4109.0137,7106.2153,7867.182,9344.257,4327.3804,5459.185,8084.348,5900.384,9394.394,3892.6318,8587.9,4276.1245,7781.841,5440.952,8731.301,2930.5383,3856.2832,7697.4546,2749.3704,1994.2964,13209.305,9317.7,1471.5615,4197.3184,3848.4102,10835.325,11947.476,3541.1729,1722.0713,7993.9614,2635.039,15537.233,0,0,713.2016,6390.912,5341.955,5832.193,5788.943,6836.3164,6315.8857,4857.824,5611.384
2759,482.2050991,3.6583521,0,1282.0315,827.4809,0,0,0,0,0,0,0,0,1451.0822,0,0,0,1209.0901,0,0,800.6539,971.7778,926.55084,0,0,0,0,0,0,0,1111.8867,888.95325,0,0,0,1931.7782,0,7522.6675,0,991.4546,6273.708,1212.5458,0,0,1465.9886,0,9515.111,710.10236,7785.902,0,0,0,0,1672.3674,1708.7023,1842.2704,1013.7701,1434.7853,1884.2136,2325.158,2248.7656
2760,412.5026846,3.6565042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538.1927,0,0,0,0,0,0,0,0,0,1451.4133,0,0,0,0,0,0,0,4093.7695,0,0,0,0,0,0,0,0,12841.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,107.0490675,3.6320171,7980.4727,10969.963,21491.29,6155.513,4696.8438,9719.254,6590.231,11464.49,7704.523,10372.018,5236.9707,6629.4497,6330.0757,3804.188,6645.114,6041.9473,6424.493,5305.101,4849.9814,5587.4546,8733.05,15207.3955,8262.3545,8016.071,7944.5625,8338.184,5258.3438,5491.925,5252.5425,7114.849,8455.023,12800.903,10476.84,16014.125,5449.293,15288.326,6793.202,3992.2148,14445.287,6180.69,4650.5303,8956.009,9858.589,8500.432,9931.552,5776.344,9130.832,18983.469,1518.7202,2037.11,1641.6616,8521.215,7479.488,7684.068,7914.893,8014.7393,7187.324,8199.5205,6690.163
2762,338.1420377,3.6524222,597.81665,0,930.1638,0,747.2162,924.09076,0,0,1220.0491,0,0,0,0,1057.6182,0,0,0,0,0,0,0,792.2748,884.95,0,0,0,1417.1578,8973.041,575.2476,0,0,969.11115,0,0,0,166422.88,0,0,149469.19,0,0,824.2217,724.45557,1166.4978,160895.12,944.3509,191329.08,957.39594,0,0,0,24238.543,21728.74,21860.523,23598.307,21936.273,27408.248,21702.363,21435.697
2763,177.0546322,3.6528754,9606.343,6985.737,55344.535,12924.071,9600.05,31983.656,17465.203,7128.361,8987.321,9059.558,17801.787,14178.844,29966.67,7068.285,23906.44,13833.66,9588.375,13388.225,5655.546,14451.78,4284.719,84003.27,17645.15,28152.25,6550.2437,12654.567,16344.393,15212.464,26793.72,5245.523,20605.342,22450.244,19827.842,9518.337,20784.062,19766.234,10015.937,22334.45,15535.125,10146.596,3495.716,14717.502,16675.822,10487.906,11692.235,20352.117,17182.354,104957.82,0,0,0,20315.367,19600.95,23259.2,18899.068,19697.883,19182.807,19480.033,16317.003
2764,549.3332256,3.688302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483.28,0,0,0,910.6617,0,0,0,5164.819,0,0,0,0,0,0,0,0,14869.962,0,0,0,0,0,0,0,0,0,0,1013.37244,0,0,1337.462,906.4982,0,1828.1238
2765,549.666989,3.6739583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.1042,0,0,0,0,0,0,0,5807.445,0,0,0,0,0,0,0,0,12572.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620.0356,0,0
2766,252.0865559,3.6532726,6157.1396,7872.344,30670.26,8658.979,5271.382,24627.207,10505.152,5497.531,4681.8384,8926.799,10040.104,7542.222,16162.571,5518.033,12790.803,10025.623,8159.8115,10921.755,7213.589,9670.3955,3897.921,42579.38,16502.43,17761.598,4793.031,8482.301,12597.373,6940.1484,13501.514,4719.324,16940.197,18266.14,11598.727,8305.908,13105.57,14875.555,5093.51,9902.082,9369.983,4766.7334,2691.6943,8170.032,11605.624,11116.532,9017.132,10871.986,13971.754,58818.492,0,0,0,11570.929,11503.794,11182.55,14166.196,11460.396,13092.653,13382.548,12253.607
2767,182.0811903,3.6520813,9378.394,13060.885,26587.488,5984.3545,4194.6484,15614.814,2973.0537,16349.072,5292.699,14435.485,4987.4795,4500.899,8598.966,2309.819,6865.465,5729.3296,7054.1577,3936.2424,3670.8547,4114.0957,9657.847,23922.127,9010.722,7319.0093,6026.2,10983.445,7702.2026,5912.383,3228.394,2574.153,11108.275,17296.98,10993.646,13209.463,4919.7705,20776.555,7898.5225,2976.488,22019.398,4168.7773,3672.7285,12268.838,14471.067,4412.593,9876.833,8980.612,10018.58,35593.73,0,0,0,11270.34,9488.306,10472.078,10547.028,10782.973,11799.065,10736.343,8397.675
2768,412.2518632,3.703548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505.5469,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,5435.491,0,0,0,0,0,0,0,0,12817.281,0,0,0,0,0,0,0,0,0,1234.9423,0,667.8226,0,771.4948,0,1215.7449,1223.3475
2769,178.0580256,3.650891,2249.9905,1238.1859,6246.8267,2061.005,1803.2142,5471.7856,2521.782,1248.6693,1224.9646,1329.3259,3393.4287,2979.4868,3217.4102,1269.3301,3822.4949,1586.8927,1106.7025,1631.6744,1287.9282,2356.8008,930.1662,11006.726,2106.3738,3322.331,1013.2331,1976.0297,2199.8289,1131.9067,2431.549,1609.6674,2645.5127,3404.3345,2401.6748,2803.1924,3766.4287,3200.0938,1291.5503,2866.3872,1871.1425,1437.9893,811.0093,2355.9167,2013.3457,2192.503,1509.0729,2891.7256,2938.5437,14687.377,0,0,0,2507.138,3100.0457,2926.7644,2677.782,3366.0442,2522.621,3028.973,2374.0305
2770,111.1167702,3.6523046,1512.2827,1532.2404,1383.3716,0,1363.6401,0,1426.76,1540.2118,1699.4286,1341.015,1410.9445,1613.2354,1312.2976,13612.005,14876.204,3463.041,0,3622.2466,0,1626.2401,0,0,1250.5956,0,5809.3926,1460.2402,0,0,0,0,1460.2809,1319.7609,1680.6759,1219.4459,5638.6543,0,1555.904,1233.4795,0,0,1686.4778,3073.415,1233.7408,1296.2959,0,1620.08,0,1411.1619,7004.9766,17915.643,7752.299,0,0,0,0,1628.9763,1211.9978,1685.2266,2571.2021
2771,313.1601033,3.6568775,2638.4458,0,1648.1709,2558.8726,2336.8809,2413.1575,2393.7048,1905.8467,1855.607,1988.2002,1454.31,2339.166,1924.2295,2092.162,2732.5576,2376.8662,6355.782,2491.1606,1039.815,1927.5088,2269.493,2074.9233,2369.056,2418.069,1841.5519,10153.719,2140.837,1408.2571,1644.5186,958.338,2625.5522,12421.019,1703.0575,2308.7063,2105.8167,1138.4811,1835.519,1890.2017,1455.1499,2086.4688,2782.2026,2028.5344,1867.0072,10659.701,1229.184,2494.685,1011.11316,1824.7341,2310.9258,2258.8835,2586.4202,2517.216,1923.2668,2618.372,2918.999,3180.4326,2526.2314,2139.3562,2483.3828
2772,244.1793029,3.7269642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40341.977,0,0,32881.25,0,0,0,0,0,37508.523,0,37074.19,719.62006,0,0,0,7165.935,7258.846,9674.058,6785.461,9523.415,10745.625,9418.757,11292.703
2773,224.0562842,3.684465,3745.3215,5797.241,1838.4069,0,5428.675,0,4246.9565,3413.8052,3193.3857,4112.302,3250.264,4357.2773,5347.143,2627.517,6637.0244,4170.7466,10958.667,2377.3057,3981.3435,5654.8037,4262.4614,8122.826,3701.7036,1474.8756,2255.6206,8358.54,1656.0538,2918.1296,34438.9,1817.9669,40981.07,2125.5217,4712.5327,11570.166,2232.0112,3288.2568,4453.154,49182.676,5450.6606,8392.048,13313.028,3311.4922,3066.3557,3101.8376,3335.9373,1501.5466,5449.351,0,0,0,0,6136.09,8437.355,7567.239,7070.752,8372.575,7156.2505,6469.3276,7072.062
2774,105.0367312,3.6942706,1324.6622,0,0,0,0,0,0,0,8119.4863,0,0,0,6003.5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10718.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,304.1290456,3.690287,40986.57,83005.01,63873.48,63696.7,35138.66,35135.566,34815.75,78242.414,14665.445,38230.207,166638.6,61827.895,35579.664,27083.402,39921.14,38375.242,34291.04,38113.312,45204.2,46465.164,56945.484,49567.496,35054.484,153737.97,78329.28,42163,174829.72,35745.42,46432.855,110559.69,55365.934,78897.51,175223.3,16572.314,189478.86,81782.12,40134.527,57431.387,70709.04,45243.457,41154.535,165336.64,22135.887,43224.508,78635.2,176830.62,89161.984,42876.164,0,0,0,74663.52,77025.72,69116.375,70383.56,80546.62,89220.97,68406.33,65065.047
2776,149.0234035,3.6861506,4516.6343,6326.1006,1877.0035,1526.1554,5157.043,1696.71,4683.1636,3807.0444,4106.6445,6612.3516,4940.068,4150.8545,5333.838,4234.3857,7855.3145,3694.239,12892.474,2064.7285,3801.4822,7421.105,3767.1084,12113.792,4019.2769,1432.9529,2746.7844,6983.8755,2276.08,3495.3108,37763.613,3060.3494,49546.574,3020.078,8936.448,11768.633,2308.7942,0,10054.755,64117.53,2732.8523,12298.099,15253.666,2674.669,4020.1035,6852.575,1695.5292,1785.9264,3736.9866,1318.5472,0,0,0,6820.4033,6194.2114,7213.124,5918.988,7652.7993,6342.008,7945.5996,6295.7812
2777,611.1564498,3.7152195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5774.99,0,0,7178.674,0,0,0,0,0,6830.344,0,6761.204,0,0,0,0,3210.8801,4680.2407,5048.4497,3860.0737,3481.1025,3340.424,3422.7917,4279.603
2778,304.1409642,3.689991,4724.29,9078.084,7858.892,9823.025,5024.2163,5073.452,4070.4507,9171.001,2088.0488,4716.9536,16434.986,7584.2393,5273.4688,3744.9062,4678.815,5594.672,3582.3347,4483.6304,5603.6597,6730.0293,6794.2734,7438.3706,4569.9775,17220.525,8267.721,5888.565,13432.633,4147.149,6439.9087,12447.015,8168.394,11406.762,17813.027,2676.4058,16396.96,10454.913,5022.331,6199.38,7364.444,6462.1646,5901.9316,15396.503,2931.5552,6270.2783,11100.28,15412.762,10587.484,4801.542,0,0,0,8884.291,9239.14,9189.099,8479.316,8740.214,8729.713,8563.179,8286.418
2779,326.1107617,3.6889975,6160.366,5960.3,7534.9136,9487.043,5807.3667,4660.207,4348.169,4217.6064,1848.0415,4121.0723,16166.5205,6890.3613,6264.2524,4000.8032,5636.3813,3440.2366,2363.6162,3243.2825,4125.1216,5305.1885,5592.877,4558.6357,3307.4634,13388.843,4880.6133,3281.0852,13260.388,3979.0115,3732.0938,7671.643,5101.232,4678.6313,14547.304,1773.97,15535.09,1766.8871,3461.6194,7971.7856,3101.2852,7585.15,4093.7793,13891.316,1614.1879,2262.2678,2016.0803,12885.536,2887.3708,3665.5417,0,0,0,6355.6597,5872.444,4387.6743,4849.641,5923.744,8901.142,6058.511,4805.977
2780,306.1352386,3.6836395,2652.165,3692.1367,2807.138,3278.623,2271.6838,2513.0405,2856.144,2111.4302,2037.4767,2733.1172,5082.0815,3187.8357,2157.4968,1789.0093,1732.2439,2583.2114,2785.113,2693.756,3365.8066,2803.1536,3008.0588,2933.261,2693.3708,4840.1265,2978.5962,2412.0671,4620.303,2113.0166,2905.8691,3804.5208,3212.2585,3675.1667,6041.259,2287.3442,6324.3447,3373.9275,2354.8274,2404.834,3447.1094,2213.0774,2506.4248,5862.494,2974.8894,2315.388,2726.232,7363.3965,3852.4626,2989.7725,0,0,0,2764.961,3842.7202,4307.7783,3210.6926,3748.4438,3859.6558,2870.2427,3122.9612
2781,305.1322775,3.6893942,10805.648,14760.738,11771.651,14541.562,9321.02,8197.25,7435.35,14686.856,2753.7163,8389.413,32137.88,13915.094,7345.98,7274.1978,7212.138,8723.907,8497.081,6939.0127,10230.062,10556.602,11634.547,10409.58,6778.4814,30851.787,14617.598,8872.332,32264.385,8085.5024,9652.908,21610.695,10436.083,19578.531,37166.477,4098.1523,37703.332,15574.515,9110.526,12240.714,13932.9,10370.487,10953.226,31670.229,4790.1484,8435.379,16722.795,30550.354,20267.938,11529.504,0,0,0,16815.69,14804.463,15563.33,15149.251,16071.74,18262.418,15159.844,15391.833
2782,296.1492559,3.6931655,1551.7224,3037.0059,2732.7107,1755.2457,2140.393,2894.4502,2303.4883,1644.442,1934.8073,1597.2075,1553.0123,2379.2622,3728.9568,2034.7692,3152.3967,2383.4258,1697.6108,2052.8203,2123.1663,2437.7517,2965.807,5575.644,5058.033,1614.9144,2155.601,2282.6335,2896.8503,1506.4303,3859.3235,5390.5225,2608.1997,2441.8206,1369.1115,2789.6494,1875.9473,2865.7068,2406.2,6194.0864,2657.268,2938.5654,2420.9836,1644.4104,2971.516,3846.4465,1711.9792,2274.0515,2123.2593,11294.282,0,0,0,2632.9932,2481.1692,2888.8596,3246.1604,3882.398,3015.3408,2520.4885,3328.0227
2783,578.2070441,3.6945574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380.4675,0,0,0,0,0,0,0,15306.831,0,0,13023.029,0,0,0,0,0,19871.396,0,17069.332,0,0,0,0,2012.2119,2262.4922,1881.1718,1972.1796,2025.9965,2013.2067,2273.3662,2305.302
2784,342.084565,3.6885593,3917.0586,3413.1775,3316.0781,3443.3225,3394.8164,2830.5955,2651.671,3019.6606,0,1866.6621,8027.8687,2837.5898,3371.3323,1599.372,3806.3171,2212.569,1589.4258,0,1892.707,3607.0566,2597.4133,4427.5967,2049.9094,4600.3286,2809.9675,1263.3538,4875.2017,2841.0625,3062.5352,3127.6423,2307.287,2768.5088,9574.334,0,5323.803,2046.1124,2594.0562,3449.9888,2550.4211,4738.8726,2858.6694,5924.5684,1224.7739,1446.3477,1774.7075,5882.1323,2727.0725,2227.3887,0,0,0,2905.3235,2289.4924,2726.8997,2806.4592,2937.352,3137.0974,3663.1953,2209.2998
2785,547.291261,3.6865761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181.7402,0,0,23674.332,0,0,18876.354,0,0,2214.606,0,0,22004.906,0,32561.725,0,0,0,0,9421.474,9926.348,10009.674,9308.656,10946.276,11897.634,11387.976,9093.92
2786,625.143392,3.6953046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12585.927,0,0,14703.344,0,0,0,0,0,11476.189,0,15311.938,0,0,0,0,9080.849,8133.9062,9718.052,8687.871,10361.868,9626.427,9500.715,8643.309
2787,313.5773904,3.7147558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7566.4653,0,0,8853.481,0,0,0,0,0,7205.3584,0,8361.003,0,0,0,0,4809.9424,4444.636,4682.747,4040.471,4943.6284,4584.204,4545.6504,5619.5024
2788,164.0195082,3.6808374,2524.4966,0,0,0,0,0,0,0,20576.207,0,0,0,15451.061,0,3968.9756,0,0,0,0,651.3204,0,0,0,0,1902.2974,0,0,1601.0095,0,0,902.84924,0,0,564.0028,0,0,0,907.2875,0,28881.24,0,0,0,0,0,0,0,0,0,0,0,1236.8513,0,963.2768,0,1818.3884,1311.4464,1228.9811,0
2789,278.1420075,3.7024934,5559.779,6790.9575,13038.091,8050.4863,10719.468,21692.66,8203.865,13188.7295,6079.397,17149.36,3994.245,10243.751,6482.3643,10740.578,4292.4077,8697.405,6313.9487,7073.6465,8240.514,9725.163,8579.706,24921.225,10185.779,7368.1377,8485.337,3256.4624,6142.076,7171.7373,16945.572,14562.734,12096.652,7784.8345,12780.7,6157.847,10520.533,9031.653,9052.486,7850.598,2199.8413,17015.578,21204.322,16977.492,12298.634,5840.8066,8944.333,7195.587,9965.371,18604.666,0,0,0,9463.133,10219.444,11814.209,10042.2295,11980.187,10359.242,10438.74,9429.702
2790,336.0664191,3.7118647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358.565,0,0,0,0,0,0,0,0,7727.962,0,0,0,0,0,9647.026,0,0,0,0,0,0,0,0,0,0,0,8361.66,0,0,0,0,0,0,0,1492.947,1592.0007,0,0,1486.7014,0,0,1220.2781
2791,313.0756343,3.7129002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20571.309,0,0,24585.799,0,0,0,0,0,22025.541,0,24009.102,0,0,0,0,12155.294,11634.02,12913.918,11857.228,12361.758,12245.54,13530.263,12222.727
2792,199.1064575,3.7338543,1294.8864,735.69476,1737.0969,1249.4099,870.1375,1393.7535,1091.7786,1371.7635,1644.6879,1441.3059,0,1522.418,526.0119,886.15576,0,1634.5444,1585.3604,1424.6998,1440.0125,1466.4095,755.5997,1623.0951,1577.6998,0,1277.1322,1464.4042,1239.1534,2318.011,2764.2827,1723.854,1560.4478,1512.3569,2108.4592,1684.8516,1298.4153,38056.387,1641.1344,1296.1285,36988.21,1436.2067,1913.6215,1532.2139,1479.0712,1334.992,38687.234,2316.2725,35161.76,1474.7184,0,0,0,17415.484,16370.013,16830.73,16583.586,18335.295,17764.025,16201.885,17680.615
2793,434.182734,3.7283533,0,679.6111,1323.135,0,0,868.1215,0,0,0,0,0,0,0,0,0,0,8301.102,0,0,0,1682.1185,581.1429,0,0,0,10168.25,0,0,816.6667,0,626.89075,14045.199,0,1166.5618,0,2408.5588,1433.909,0,2728.9607,0,668.0833,0,819.02026,12944.088,2991.2559,996.98444,3322.0269,1090.4187,0,0,0,2689.8054,2679.5042,1520.399,2349.1985,2230.1477,3265.5808,2054.153,2651.6123
2794,304.1135374,3.701599,0,632.01324,0,0,0,0,0,0,0,0,1378.8043,1515.7318,0,0,0,0,10217.632,0,0,0,0,1184.7349,0,931.7453,0,10473.459,1043.2251,0,686.25,0,1225.8728,10950.688,0,0,0,1141.2141,0,0,0,0,0,0,0,17991.578,0,737.9073,0,1111.3553,0,0,0,1718.1364,1595.1469,2032.3651,2043.2482,2138.4795,1638.0961,1316.82,0
2795,460.2382788,3.712412,4577.1123,5222.9937,2665.19,3899.9387,4925.05,3003.5762,3963.7073,6244.4297,2845.2463,5929.2847,3274.0874,7890.9194,5548.4155,8105.751,3291.3335,3712.3223,16167.428,5359.907,4573.761,19604.396,4918.751,6668.491,4476.0615,8742.041,3604.68,11702.961,3402.6245,4230.216,41382.918,3153.4226,3360.3953,13580.915,11055.792,4405.1177,24247.424,5516.359,3522.548,40500.53,2233.1282,4420.952,5149.67,12220.137,2939.8013,12725.704,5858.897,27399.885,2071.4087,4477.0186,1452.2002,0,1367.6327,6945.68,7890.48,7116.1533,9107.896,8140.7744,10035.007,8695.008,7288.0312
2796,125.0834724,3.72434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.44006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17969.838,0,0,18100.14,0,0,0,0,0,21791.498,0,17476.37,0,0,0,0,0,0,0,0,0,0,0,0
2797,339.1064993,3.6744578,940.7166,1303.8972,1296.4971,1248.1742,1329.2533,1431.2318,1224.3032,1518.5889,1547.819,1448.3164,0,0,1280.9918,0,1461.2983,0,1462.9811,1222.4308,0,0,1647.3046,1711.2911,1363.4827,0,1418.7474,0,1424.0056,0,1808.948,1202.3099,1410.2507,1276.9493,1902.7864,1898.9817,1968.2642,10700.244,1598.9945,0,9729.613,0,1209.1414,1491.2314,2191.5654,1649.4381,9348.448,0,9077.638,1915.3453,0,0,0,2943.7502,2321.6062,3104.8367,2134.8137,2267.5183,2448.1118,2598.8257,2341.6267
2798,121.0363445,3.66883,0,0,6060.9585,0,0,8570.647,0,0,0,2225.1423,0,0,0,0,3542.1677,0,0,0,0,1564.7793,0,0,0,0,0,0,0,0,1371.1665,0,0,0,0,5207.9146,0,3670.6873,5379.621,0,1723.3878,1271.7163,3079.935,0,3035.0378,0,4148.0635,0,1411.4824,15641.45,0,0,0,2245.2852,2145.4963,1710.8091,1536.2976,1785.4727,2097.0598,1838.0797,2410.0889
2799,192.1381844,3.7097914,1571.1375,0,2129.1926,2734.4583,2395.6284,3821.449,1868.4,1215.0221,5058.2827,3118.716,1265.3448,1461.8274,1013.4152,1486.7722,1372.5903,1238.5187,1410.9171,4030.8938,2028.1504,1243.6238,1207.782,2276.0142,2288.653,1422.2812,2700.3313,957.5601,1526.2224,1406.4463,1763.3967,1063.0704,5848.1504,1982.804,1013.14496,4091.4373,1370.3871,1518.4017,1522.8009,1572.446,1631.3549,1732.112,1702.2528,1016.79706,2029.0696,1865.5374,0,2666.969,1924.1787,9060.165,1631.6929,1500.75,1678.3799,2694.8506,2901.3208,2120.4712,1917.2146,2290.7822,1857.769,1568.76,1991.4497
2800,199.096478,3.7483447,7006.506,6612.2344,11011.918,8314.419,8136.679,12194.196,7757.6265,8185.182,10974.169,10672.846,6124.6367,11216.619,7329.173,8083.562,7815.238,9555.878,7997.0312,6884.901,8152.9277,8662.747,7312.9995,12210.923,9484.178,7468.7915,7031.6025,6366.2915,7330.9897,21157.703,24637.037,11280.885,16068.527,9696.209,13960.27,13404.413,8485.684,1220414.1,13502.824,8221.779,1008196.75,9354.38,11948.291,12331.646,12987.6,10533.377,1356270,9150.119,1040650.5,11609.209,3514.07,3595.1238,3833.6575,214437.88,211982.72,203025.47,218665.6,233268.16,223045.89,204870.14,203609.22
